رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,الملاحظات
28438846,سكني,قطعة أرض,120000,538٫51,222,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,83,
28438836,أخرى,أخرى,0,778٫26,0,19/03/2025,مكة المكرمة,جده,النزهة,399 / ب,402,هبة
28438811,سكني,قطعة أرض,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,249,رهن
28438810,أخرى,أخرى,0,687٫50,0,19/03/2025,مكة المكرمة,الطائف,الجودية,991,422,هبة
28438805,سكني,شقة,0,155٫15,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,3/أ,فرز/دمج
28438804,سكني,شقة,0,157٫81,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,1/1,فرز/دمج
28438803,أخرى,شقة,0,159٫17,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,4/3,فرز/دمج
28438802,سكني,شقة,0,155٫15,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,3/1,فرز/دمج
28438801,سكني,شقة,0,155٫15,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,3/2,فرز/دمج
28438800,سكني,شقة,0,157٫81,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,1/2,فرز/دمج
28438799,أخرى,شقة,0,253٫21,0,19/03/2025,مكة المكرمة,جده,الواحة,588 / ج / س,2 / ح1,فرز/دمج
28438798,أخرى,شقة,0,157٫81,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,1/أ,فرز/دمج
28438796,سكني,شقة,0,156٫42,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,2/1,فرز/دمج
28438795,أخرى,شقة,0,159٫17,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,4/2,فرز/دمج
28438794,سكني,شقة,0,155٫15,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,3/3,فرز/دمج
28438793,سكني,شقة,0,156٫42,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,2/3,فرز/دمج
28438792,أخرى,شقة,0,247٫82,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,1/ح1,فرز/دمج
28438791,أخرى,شقة,0,159٫17,0,19/03/2025,مكة المكرمة,جده,الواحة,588 / ج / س,4 / أ,فرز/دمج
28438790,سكني,شقة,0,156٫42,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,2/أ,فرز/دمج
28438789,أخرى,شقة,0,159٫17,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,4/1,فرز/دمج
28438787,سكني,شقة,0,157٫81,0,19/03/2025,مكة المكرمة,جده,الواحة,588/ ج/ س,1/3,فرز/دمج
28438784,سكني,قطعة أرض,120000,600٫00,200,19/03/2025,الرياض,رماح,حى النخيل,287,642,
28438761,سكني,قطعة أرض,20000,690٫00,28,19/03/2025,الشرقية,حفر الباطن,هجرة السليمانية,ش / ر / 121 / ح/1424,3486,
28438753,سكني,قطعة أرض,125000,534٫88,233,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,5,
28438752,أخرى,أخرى,0,395٫50,0,19/03/2025,الشرقية,الاحساء,الحمراء الثاني,4 / 400,403 / هـ,هبة
28438745,سكني,قطعة أرض,0,367٫00,0,19/03/2025,المدينة المنورة,المدينة المنورة,الرانوناء بمنطقة الهجرة,م/ م/ 669/ 1425,104/20,هبة
28438740,أخرى,أخرى,0,194٫91,0,19/03/2025,الرياض,الرياض,مطار الملك خالد الدولي,3810 / س,1755,صفقة بتمويل
28438735,أخرى,أخرى,0,381٫67,0,19/03/2025,مكة المكرمة,الكامل,مهايع,بدون,ب د و ن24,هبة
28438732,سكني,قطعة أرض,2136000,389٫38,5485,19/03/2025,حايل,حائل,الوسيطاء,406149 / 2002 / 012001002,6,رهن
28438722,سكني,قطعة أرض,270000,600٫00,450,19/03/2025,القصيم,بريده,التيسير,ق / ب / 6722,776,
28438719,سكني,قطعة أرض,1158408,373٫68,3100,19/03/2025,مكة المكرمة,جده,الشراع,438 / ب / المعدل,157  /  5  /  8,
28438717,أخرى,شقة,0,123٫49,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,2/3,فرز/دمج
28438716,أخرى,شقة,0,187٫41,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,2 / ح1,فرز/دمج
28438715,أخرى,شقة,0,120٫57,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,4 / 1,فرز/دمج
28438714,أخرى,شقة,0,122٫93,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,3 / أ,فرز/دمج
28438713,سكني,شقة,0,107٫21,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,1/3,فرز/دمج
28438712,أخرى,شقة,0,122٫93,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,3 / 2,فرز/دمج
28438711,أخرى,شقة,0,107٫21,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,1/2,فرز/دمج
28438710,سكني,شقة,0,107٫21,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,1/أ,فرز/دمج
28438709,سكني,شقة,0,107٫21,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,1/1,فرز/دمج
28438708,أخرى,شقة,0,122٫93,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,3 / 1,فرز/دمج
28438707,سكني,شقة,0,120٫57,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,4/3,فرز/دمج
28438706,أخرى,شقة,0,120٫57,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,4 / أ,فرز/دمج
28438705,أخرى,شقة,0,192٫81,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,1 / ح1,فرز/دمج
28438704,سكني,شقة,0,123٫49,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,2/أ,فرز/دمج
28438703,أخرى,شقة,0,120٫57,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,4 / 2,فرز/دمج
28438702,سكني,شقة,0,122٫93,0,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,3/3,فرز/دمج
28438701,سكني,قطعة أرض,0,315٫00,0,19/03/2025,القصيم,المذنب,قرطبة,ق/ م/ 20,681/ب,هبة
28438700,أخرى,شقة,0,123٫49,0,19/03/2025,مكة المكرمة,جده,الريان,260 / ب,2 / 2,فرز/دمج
28438699,سكني,فيلا,1000000,367٫21,2723,19/03/2025,الرياض,الدرعيه,نجد,245,5425,
28438695,أخرى,أخرى,0,200٫00,0,19/03/2025,نجران,نجران,شمال شرق الضيافه,10 / ع / ن / 1406,155 / أ,هبة
28438691,سكني,قطعة أرض,1000000,300٫00,3333,19/03/2025,مكة المكرمة,جده,الرحمانية,290 / ب / 1402,669 / 1 / ج,
28438689,سكني,فيلا,1250000,351٫27,3558,19/03/2025,المدينة المنورة,المدينة المنورة,شوران بمنطقة الهجرة,م / م / 1052 / 1432,4833,
28438676,أخرى,أخرى,0,750٫00,0,19/03/2025,الرياض,الرياض,ظهرة البديعة,1638 / ب,5429,فرز/دمج
28438660,أخرى,شقة,520151,323٫94,0,19/03/2025,عسير,خميس مشيط,مخطط الامير عبدالله بن سلمان الواقع بشعب ابو مساجد,424 / 1415 / ع / 2,2 / ت1,رهن
28438657,أخرى,أخرى,2600000,200٫20,12987,19/03/2025,الرياض,الرياض,العارض,2357,146 / 2 / 1,
28438654,سكني,قطعة أرض,1000,345٫00,2,19/03/2025,الرياض,الدوادمي,السلام,182,142  /  2,
28438650,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,6959,صفقة بتمويل
28438645,أخرى,أخرى,0,210٫00,0,19/03/2025,الرياض,الرياض,الندوة,3254,29,هبة
28438643,أخرى,أخرى,0,660٫00,0,19/03/2025,نجران,نجران,شرق المطار,12 / ن / 1425,36,هبة
28438639,سكني,قطعة أرض,105000,452٫05,232,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,84,
28438626,أخرى,أخرى,0,501٫00,0,19/03/2025,مكة المكرمة,الطائف,القدس,1884 / س المعدل 2,382,صفقة بتمويل
28438618,أخرى,أخرى,0,560٫62,0,19/03/2025,جيزان,بيش,الريان,399 / 1427 / ع / 3 المعدل / س,69,هبة
28438599,سكني,قطعة أرض,7818125,4467٫50,1750,19/03/2025,الشرقية,الدمام,الروضة,149 / 1,18,
28438597,سكني,قطعة أرض,0,715٫17,0,19/03/2025,القصيم,بريده,رواق الشرقي,1070 / 2 / ق,317,هبة
28438595,سكني,قطعة أرض,1162500,625٫00,1860,19/03/2025,الرياض,الرياض,ديراب,1629 / ه,435,
28438592,أخرى,فيلا,0,297٫00,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,3811,صفقة بتمويل
28438578,سكني,قطعة أرض,750000,750٫00,0,19/03/2025,الرياض,الخرج,المروه,651,565,رهن
28438530,سكني,شقة,600000,186٫03,3225,19/03/2025,حايل,حائل,قرية اجا,3008,1 / 1,
28438528,أخرى,أخرى,475100000,337٫50,1407703,19/03/2025,الرياض,الرياض,الرمال,3966,219,رهن
28438503,أخرى,أخرى,0,100000٫00,0,19/03/2025,الجوف,طبرجل,ميقوع,2732 لوحه 7 فى 7 / 3 / 1408,27,هبة
28438496,أخرى,أخرى,0,660٫00,0,19/03/2025,الرياض,عفيف,حى الدانة,851,408,هبة
28438490,أخرى,أخرى,0,660٫00,0,19/03/2025,الرياض,عفيف,حى الدانة,851,407,هبة
28438483,سكني,شقة,574000,148٫11,3875,19/03/2025,مكة المكرمة,جده,المنار,656 / ج / س,2 / 1,
28438477,أخرى,أخرى,0,100000٫00,0,19/03/2025,الجوف,طبرجل,بسيطاء,2732 لوحه 7 فى / 7 / 3 / 1408,25,هبة
28438476,أخرى,شقة,715000,190٫68,3749,19/03/2025,المدينة المنورة,المدينة المنورة,عين الخيف,م / م / 1069,1 / 1,صفقة بتمويل
28438472,سكني,قطعة أرض,1404000,351٫00,4000,19/03/2025,الرياض,الرياض,البيان,2670,null  /  4,
28438469,سكني,قطعة أرض,115000,900٫00,127,19/03/2025,مكة المكرمة,تربه,ضاحية الحائرية,8 / ق / ت,797,
28438461,أخرى,أخرى,475100000,350٫00,1357428,19/03/2025,الرياض,الرياض,الرمال,3966,1216,رهن
28438448,سكني,قطعة أرض,1627700,600٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,ولى العهد 7,1/ 7/ 117 المعدل,2523,رهن
28438440,أخرى,أخرى,475100000,337٫50,1407703,19/03/2025,الرياض,الرياض,الرمال,3966,220,رهن
28438436,سكني,قطعة أرض,1702000,460٫00,3700,19/03/2025,الرياض,الرياض,الرمال,3792,271,
28438433,أخرى,أخرى,0,600٫00,0,19/03/2025,الرياض,عفيف,حى الروضة,412,211,هبة
28438407,أخرى,أخرى,0,85372٫20,0,19/03/2025,الرياض,الخرج,بدون,بدون,بدون,هبة
28438404,أخرى,أخرى,0,52٫50,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438403,أخرى,أخرى,0,105٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438402,أخرى,أخرى,0,105٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438401,أخرى,أخرى,0,105٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438400,أخرى,أخرى,0,75٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438362,سكني,قطعة أرض,1404000,351٫00,4000,19/03/2025,الرياض,الرياض,البيان,2670,null  /  12,
28438360,سكني,قطعة أرض,1627500,875٫00,1860,19/03/2025,الرياض,الرياض,ديراب,1629 / ه,433,
28438359,أخرى,أخرى,0,52٫50,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438358,أخرى,أخرى,0,105٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,قرطبة,1 / 16 / 17,377,هبة/ مشترك أو مشاع
28438356,زراعي,أرض زراعية,700000,3000٫00,233,19/03/2025,الرياض,الدرعيه,خارج حدود الأحياء,بدون,535,
28438332,سكني,قطعة أرض,2000000,800٫00,2500,19/03/2025,المدينة المنورة,المدينة المنورة,شوران/ ش,634/ ت/ 1413,430,
28438324,سكني,قطعة أرض,10000,686٫00,14,19/03/2025,الشرقية,حفر الباطن,السلمانية,ش / ر / 348 / ح/1445هـ,770,
28438321,سكني,قطعة أرض,770000,367٫00,2098,19/03/2025,المدينة المنورة,المدينة المنورة,الرانوناء بمنطقة الهجرة,م/ م/ 669/ 1425,104/20,
28438320,سكني,شقة,390000,124٫99,3120,19/03/2025,مكة المكرمة,جده,الريان,377/ ج/ س,1/3,
28438317,سكني,قطعة أرض,475100000,393٫75,1206603,19/03/2025,الرياض,الرياض,الرمال,3966,165,رهن
28438293,سكني,قطعة أرض,0,390٫00,0,19/03/2025,مكة المكرمة,جده,الخالدية,3/ 478/ ع,1999/أ,هبة
28438215,أخرى,أخرى,344000,24986٫00,0,19/03/2025,مكة المكرمة,القوز,محارث النواشره,بدون,بدون,رهن
28438190,سكني,قطعة أرض,600000,470٫00,1276,19/03/2025,الرياض,الرياض,اليمامة,1597,266,
28437792,سكني,شقة,400000,95٫79,4175,19/03/2025,الرياض,الرياض,بدر,3314 / 10,1 / 1,
28437485,أخرى,أخرى,0,605٫00,0,19/03/2025,الرياض,الرياض,الصحافة,1637 / س,33,هبة
28437332,سكني,شقة,560000,138٫79,4034,19/03/2025,الرياض,الرياض,السويدي,1017 / 802,2 / أ,
28437309,أخرى,أخرى,0,450٫00,0,19/03/2025,مكة المكرمة,جده,أم سدرة,412 / ج / س,1489 / 1 / ب,فرز/دمج
28437300,أخرى,أخرى,0,450٫00,0,19/03/2025,مكة المكرمة,جده,أم سدرة,412 / ج / س,1489 / 2 / ب,فرز/دمج
28437001,أخرى,أخرى,0,420٫00,0,19/03/2025,القصيم,رياض الخبراء,الياسمين,53 / ق,611,هبة
28436818,سكني,قطعة أرض,5000,400٫00,12,19/03/2025,القصيم,ضريه,بدون,8 / ق / ج / الرضم,57,
28436807,سكني,قطعة أرض,2000000,552٫00,3623,19/03/2025,الرياض,الرياض,الصفا,1328,40,
28434694,أخرى,أخرى,0,2400٫00,0,19/03/2025,الشرقية,الخبر,الحزام الذهبي,81 / 2,عدد العقارات 4-186-183-185-184,هبة
28434182,أخرى,أخرى,0,480٫00,0,19/03/2025,مكة المكرمة,خليص,غران,13 / ت,279 / ج,هبة
28433802,سكني,قطعة أرض,1800000,660٫00,2727,19/03/2025,مكة المكرمة,جده,المنار,3 / 527 / ع / أ,20,
28433394,أخرى,أخرى,0,420٫00,0,19/03/2025,القصيم,رياض الخبراء,الياسمين,53 / ق,612,هبة
28432227,سكني,قطعة أرض,400000,1290٫78,309,19/03/2025,الرياض,الزلفي,بدون,1259,25,
28432085,أخرى,أخرى,0,440٫00,0,19/03/2025,الرياض,الدرعيه,الواحة,92,115,هبة
28431758,سكني,شقة,398090,142٫58,2792,19/03/2025,حايل,حائل,الجبل,1027,1 / 3,
28431591,سكني,شقة,394460,141٫28,2792,19/03/2025,حايل,حائل,الجبل,1027,2 / 2,
28431399,سكني,شقة,394460,141٫28,2792,19/03/2025,حايل,حائل,الجبل,1027,2 / 3,
28430738,أخرى,أخرى,0,420٫00,0,19/03/2025,القصيم,رياض الخبراء,الياسمين,53 / ق,614,هبة
28430642,أخرى,أخرى,0,673٫32,0,19/03/2025,الرياض,القويعيه,المروج,943,375,هبة
28430600,تجاري,قطعة أرض,1000000,372٫00,2688,19/03/2025,الشرقية,الدمام,المنار,662/ 1,65/2,
28429633,أخرى,أخرى,506502,168٫93,2998,19/03/2025,مكة المكرمة,جده,غليل,بدون,بدون,
28429276,سكني,قطعة أرض,260000,204٫00,1274,19/03/2025,الشرقية,الدمام,القادسية,8 / 92,47 / د,
28427488,أخرى,شقة,0,154٫79,0,19/03/2025,الرياض,الرياض,الرمال,3292 / 2,1 / 1,هبة
28426544,أخرى,أخرى,0,580٫00,0,19/03/2025,عسير,محايل عسير,خبت بني ذئب,28 / 1404هـ / ج / 11,23,هبة
28425868,أخرى,أخرى,501200,1002٫40,500,19/03/2025,جيزان,جيزان,الزهور,بدون,بدون,
28424303,زراعي,أرض زراعية,0,2472٫50,0,19/03/2025,الشرقية,القطيف,سيحة العوامية,بدون,بدون,فرز/دمج
28424234,أخرى,أخرى,0,434٫34,0,19/03/2025,الشرقية,القطيف,سيحة العوامية,بدون,بدون,فرز/دمج
28423871,أخرى,أخرى,0,1175٫00,0,19/03/2025,الشرقية,الخبر,الخبر,بدون,بدون,هبة
28423815,زراعي,أرض زراعية,1000000,100000٫00,10,19/03/2025,الشرقية,العيون,العيون,بدون,بدون,
28423738,زراعي,أرض زراعية,1000000,100000٫00,10,19/03/2025,الشرقية,العيون,العيون,بدون,بدون,
28423591,سكني,قطعة أرض,964331,500٫00,1928,19/03/2025,الشرقية,الاحساء,الراشدية الأول,4 / 126,482 / ب,
28423051,زراعي,أرض زراعية,3000000,50000٫00,60,19/03/2025,تبوك,تبوك,مخطط رقم 3 شمال طريق المدينة المنورة,11,2301,
